Famille;Sous famille;Désignation;Fournisseur;Fabricant;Ref fournisseur;tenu en stock;Conditionnement;Multiple cde;Unité Qte; Ancien Prix/U HT ;Prix/U HT;unité / prix;Coeff conversion;date prix
Profil Alu;Capot;CAPOT 9;ARCELOR (BERTON SICARD);INSTALLUX;7058/4;Non;4,8;1;barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 100X30X2;ARCELOR (BERTON SICARD);INSTALLUX;L100302;Non;6,5;1;Barre;;;Barre;;janv-22
Profil Alu;Corniéres;CORNIERE 100X20X2;ARCELOR (BERTON SICARD);INSTALLUX;L100202;Non;6,5;1;Barre;;;Barre;;janv-22
Profil Alu;Corniéres;CORNIERE 100X50X2;ARCELOR (BERTON SICARD);INSTALLUX;L100502;Non;6,5;1;Barre;;;Barre;;janv-22
Profil Alu;Corniéres;CORNIERE 10X10X2;ARCELOR (BERTON SICARD);INSTALLUX;L1010X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 15X15X2;ARCELOR (BERTON SICARD);INSTALLUX;L1515X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 20X15X2;ARCELOR (BERTON SICARD);INSTALLUX;L2015X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 20X20X2;ARCELOR (BERTON SICARD);INSTALLUX;L2020X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 25X10X2;ARCELOR (BERTON SICARD);INSTALLUX;L2510X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 25X25X2;ARCELOR (BERTON SICARD);;L2525X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 30X10X2;ARCELOR (BERTON SICARD);INSTALLUX;L3010X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 30X15X2;ARCELOR (BERTON SICARD);INSTALLUX;L3015X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 30X30X2;ARCELOR (BERTON SICARD);INSTALLUX;L3030X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 35X20X2;ARCELOR (BERTON SICARD);INSTALLUX;L3520X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 40X20X2;ARCELOR (BERTON SICARD);INSTALLUX;L4020X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 40X40X2;ARCELOR (BERTON SICARD);INSTALLUX;L4040X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 45X45X2;ARCELOR (BERTON SICARD);INSTALLUX;L4545X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 50X20X2;ARCELOR (BERTON SICARD);INSTALLUX;L5020X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 50X30X2;ARCELOR (BERTON SICARD);INSTALLUX;L5030X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 50X50X2;ARCELOR (BERTON SICARD);INSTALLUX;L5050X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 60X20X1,8;ARCELOR (BERTON SICARD);INSTALLUX;L602018;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 60X30X2;ARCELOR (BERTON SICARD);INSTALLUX;L6030X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 60X60X6;ARCELOR (BERTON SICARD);INSTALLUX;L6060X6;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 80X20X2;ARCELOR (BERTON SICARD);INSTALLUX;L8020X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 80X40X2;ARCELOR (BERTON SICARD);INSTALLUX;L8040X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 80X60X2;ARCELOR (BERTON SICARD);INSTALLUX;L8060X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;Corniéres;CORNIERE 60X40X2;ARCELOR (BERTON SICARD);INSTALLUX;L6040X2;Non;6,5;1;Barre;;;Barre;;
profil alu;;POTEAU VARIABLE;ARCELOR (BERTON SICARD);INSTALLUX;7119TH;;6,5;1;Barre;;;;;
profil alu;;POTEAU VARIABLE;ARCELOR (BERTON SICARD);INSTALLUX;7120TH;;6,5;1;Barre;;;;;
profil alu;REHAUSSE;REHAUSSE Moderne;ARCELOR (BERTON SICARD);INSTALLUX;7605;Non;6,5;1;barre;;;barre;;
profil alu;Corniéres;CORNIERE 100X50X2;ARCELOR (BERTON SICARD);INSTALLUX;L100502;Non;6,5;1;Barre;;61,52;Barre;;janv-22
Profil Alu;Capot;CAPOT 66;ARCELOR (BERTON SICARD);INSTALLUX;7053;Non;6,5;1;UN;;86,58;UN;;
Profil Alu;Capot;CAPOT 66;ARCELOR (BERTON SICARD);INSTALLUX;7053;Non;6,5;1;UN;;86,58;UN;;
profil alu;;POTEAU DROIT 76X118 4 m;ARCELOR (BERTON SICARD);INSTALLUX;7018/4Th;Non;4,8;1;barre;;121,82;Barre;;
profil alu;;profil liaison 50&26;ARCELOR (BERTON SICARD);INSTALLUX;410078;Non;6,5;1;barre;;;;;
Profil Alu;Tube;Tube carré 84x84;ARCELOR (BERTON SICARD);INSTALLUX;TU8484x2;Non;6,5;1;barre;;;;;
Profil Alu;Tube;Tube carré 50x50;ARCELOR (BERTON SICARD);INSTALLUX;TU5050x2;Non;6,5;1;barre;;;;;
profil alu;;LIAISOSECT.57,5 RPT;ARCELOR (BERTON SICARD);INSTALLUX;5455TH;Non;6,5;1;barre;;;;;
profil alu;;LIAISON 57,5/101,5 RPT;ARCELOR (BERTON SICARD);INSTALLUX;5454TH;Non;6,5;1;barre;;;;;
Profil Alu;Cheneau;cheneau;ARCELOR (BERTON SICARD);INSTALLUX;620016;Non;6,5;1;barre;;;;;
Profil Alu;Cheneau;accroche cheneau;ARCELOR (BERTON SICARD);INSTALLUX;620017;Non;6,5;1;barre;;;;;
Profil Alu;rehausse;rehausse;ARCELOR (BERTON SICARD);INSTALLUX;7798;Non;6,5;1;barre;;;;;
Profil Alu;Faitiere;faitiere;ARCELOR (BERTON SICARD);INSTALLUX;7231TH;Non;6,5;1;barre;;;;;
Profil Alu;;poteau 70/32;ARCELOR (BERTON SICARD);INSTALLUX;730003;Non;6,5;1;barre;;;;;
profil alu;;poteau 70/32;ARCELOR (BERTON SICARD);INSTALLUX;710003N;Non;6,5;1;barre;;;;;
Profil Alu;;poteau 70/32;ARCELOR (BERTON SICARD);INSTALLUX;720023;Non;6,5;1;barre;;;;;
profil alu;;poteau 70/32;ARCELOR (BERTON SICARD);INSTALLUX;710004;Non;6,5;1;barre;;;;;
Profil Alu;Capot;capot poteau 70/32;ARCELOR (BERTON SICARD);INSTALLUX;720024;Non;6,5;1;barre;;;;;
Profil Alu;;poteau 70/32 135°;ARCELOR (BERTON SICARD);INSTALLUX;730002;Non;6,5;1;barre;;;;;
Profil Alu;;poteau 70/32 135°;ARCELOR (BERTON SICARD);INSTALLUX;710012;Non;6,5;1;barre;;;;;
Profil Alu;;poteau jonction 70/32;ARCELOR (BERTON SICARD);INSTALLUX;410078;Non;6,5;1;barre;;;;;
Profil Alu;;LIAISO110X31;ARCELOR (BERTON SICARD);INSTALLUX;7055TH;Non;6,5;1;barre;;;;;
Profil Alu;;sabliére simple;ARCELOR (BERTON SICARD);INSTALLUX;1160;Non;6,5;1;barre;;;;;
Profil Alu;;EPINE TUBUL.RPTH 120;ARCELOR (BERTON SICARD);INSTALLUX;7303TH;Non;6,5;1;barre;;;;;
Profil Alu;TUBE;TUBE RECTANGULAIRE 100 X 50 X 2;ARCELOR (BERTON SICARD);INSTALLUX;TU100502;Non;6,5;1;barre;;;;;
Profil Alu;PARCLOSE;PARCLOSE CLIPABLE 13.5;ARCELOR (BERTON SICARD);INSTALLUX;5052;Non;6,5;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE ARRONDIE 13.5;ARCELOR (BERTON SICARD);INSTALLUX;5512;Non;6,5;;;;;;;
Profil Alu;;CAGE C.J RAPPORTEE;ARCELOR (BERTON SICARD);INSTALLUX;6599;Non;6,5;;;;;;;
Profil Alu;Chevron;CHEVRON MOULURE 60;ARCELOR (BERTON SICARD);INSTALLUX;7008;Non;6,5;;;;;;;
Profil Alu;;CACHE RAINURE /7231TH;ARCELOR (BERTON SICARD);INSTALLUX;7025;Non;6,5;;;;;;;
Profil Alu;Capot;CAPOT 9;ARCELOR (BERTON SICARD);INSTALLUX;7058;Non;6,5;;;;;;;
Profil Alu;;NOUE 143MM;ARCELOR (BERTON SICARD);INSTALLUX;7225;Non;6,5;;;;;;;
Profil Alu;;ARTICULATIO/NOUE 7225;ARCELOR (BERTON SICARD);INSTALLUX;7226;Non;6,5;;;;;;;
Profil Alu;Capot;CAPOT INT. /NOUE 7225;ARCELOR (BERTON SICARD);INSTALLUX;7227;Non;6,5;;;;;;;
Profil Alu;Cheneau;CHENEAU RAPPORTE;ARCELOR (BERTON SICARD);INSTALLUX;7606;Non;6,5;;;;;;;
Profil Alu;Cheneau;REPRISE CHENEAU /7606;ARCELOR (BERTON SICARD);INSTALLUX;7613;Non;6,5;;;;;;;
Profil Alu;Cheneau;(*)PROF BARDAGE CHENEAU;ARCELOR (BERTON SICARD);INSTALLUX;7617;Non;6,5;;;;;;;
Profil Alu;;CHEVRO156MM RENFORCE;ARCELOR (BERTON SICARD);INSTALLUX;7621;Non;6,5;;;;;;;
Profil Alu;Capot;CAPOT VISSE 31;ARCELOR (BERTON SICARD);INSTALLUX;7626;Non;6,5;;;;;;;
Profil Alu;Capot;CAPOT ARETIER;ARCELOR (BERTON SICARD);INSTALLUX;7666;Non;6,5;;;;;;;
Profil Alu;Capot;CAPOT INTERIEUR ARETIER;ARCELOR (BERTON SICARD);INSTALLUX;7669;Non;6,5;;;;;;;
Profil Alu;Faitiere;ARTICULATION FAITIERE;ARCELOR (BERTON SICARD);INSTALLUX;7670;Non;6,5;;;;;;;
Profil Alu;Chevron;ENTRETOISE CHEVRON;ARCELOR (BERTON SICARD);INSTALLUX;7675;Non;6,5;;;;;;;
Profil Alu;Chevron;ENTRETOISE CHEVRON;ARCELOR (BERTON SICARD);INSTALLUX;7675;Non;6,5;;;;;;;
Profil Alu;Chevron;ARTICULATION CHEVRON 108;ARCELOR (BERTON SICARD);INSTALLUX;7676;Non;6,5;;;;;;;
Profil Alu;;(*)DESCENTE D’EAU;ARCELOR (BERTON SICARD);INSTALLUX;7685;Non;6,5;;;;;;;
Profil Alu;Capot;(*)CAPOT DESCENTE D’EAU;ARCELOR (BERTON SICARD);INSTALLUX;7686;Non;6,5;;;;;;;
Profil Alu;Capot;ACCROCHE BAS DE CAPOT 78;ARCELOR (BERTON SICARD);INSTALLUX;7779;Non;6,5;;;;;;;
Profil Alu;Cheneau;CHENEAU VOLET ROULANT;ARCELOR (BERTON SICARD);INSTALLUX;7784;Non;6,5;;;;;;;
Profil Alu;Capot;CAPOT CONTEMPORAIN VR;ARCELOR (BERTON SICARD);INSTALLUX;7796;Non;6,5;;;;;;;
Profil Alu;EMBOUT;EMBOUT CHENEAU VR 180;ARCELOR (BERTON SICARD);INSTALLUX;7800;Non;2;;;;;;;
Profil Alu;Capot;CAPOT VISSE 36;ARCELOR (BERTON SICARD);INSTALLUX;7836;Non;6,5;;;;;;;
Profil Alu;;COUVRE JOINT 35;ARCELOR (BERTON SICARD);INSTALLUX;9151;Non;6,5;;;;;;;
Profil Alu;;COUVRE JOINT 30;ARCELOR (BERTON SICARD);INSTALLUX;9158;Non;6,5;;;;;;;
Profil Alu;Bavette;BAVETTE 40MM;ARCELOR (BERTON SICARD);INSTALLUX;420027;Non;6,5;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE A PIED 20;ARCELOR (BERTON SICARD);INSTALLUX;27/20;Non;6;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE LAQUABLE CLIP;ARCELOR (BERTON SICARD);INSTALLUX;5050L;Non;6,5;;;;;;;
Profil Alu;;DORMANT 50 CAGE CLIP/TOL;ARCELOR (BERTON SICARD);INSTALLUX;5501TH;Non;6,5;;;;;;;
Profil Alu;;DORMANT 50 CAGE A CLIP;ARCELOR (BERTON SICARD);INSTALLUX;5503TH;Non;6,5;;;;;;;
Profil Alu;;POTEAU DROIT 76X118;ARCELOR (BERTON SICARD);INSTALLUX;7018TH;Non;6,5;;;;;;;
Profil Alu;;POTEAU D’ANGLE 76X116;ARCELOR (BERTON SICARD);INSTALLUX;7051/4TH;Non;4,8;;;;;;;
Profil Alu;;POTEAU D’ANGLE 76X116;ARCELOR (BERTON SICARD);INSTALLUX;7051TH;Non;6,5;;;;;;;
Profil Alu;;LIAISO110X31;ARCELOR (BERTON SICARD);INSTALLUX;7055/4TH;Non;6,5;;;;;;;
Profil Alu;;POTEAU VARIABLE 120/140;ARCELOR (BERTON SICARD);INSTALLUX;7121TH;Non;6,5;;;;;;;
Profil Alu;;PROFIL MONTANT 75X31;ARCELOR (BERTON SICARD);INSTALLUX;7124TH;Non;6,5;;;;;;;
Profil Alu;;PROFIL MONTANT 120X31;ARCELOR (BERTON SICARD);INSTALLUX;7125/4TH;Non;4,8;;;;;;;
Profil Alu;;PROFIL MONTANT 120X31;ARCELOR (BERTON SICARD);INSTALLUX;7125TH;Non;6,5;;;;;;;
Profil Alu;;PROFIL LIAISON 135° 75;ARCELOR (BERTON SICARD);INSTALLUX;7126/4th;Non;4,8;;;;;;;
Profil Alu;;PROFIL LIAISO135° 75;ARCELOR (BERTON SICARD);INSTALLUX;7126th;Non;6,5;;;;;;;
Profil Alu;Cheneau;SABLIERE VR INTEGRE;ARCELOR (BERTON SICARD);INSTALLUX;7130/4TH;Non;4;;;;;;;
Profil Alu;Cheneau;SABLIERE VR INTEGRE;ARCELOR (BERTON SICARD);INSTALLUX;7130TH;Non;6,5;;;;;;;
Profil Alu;;P.BASE ARETIER ARTICULE;ARCELOR (BERTON SICARD);INSTALLUX;7235TH;Non;6,5;;;;;;;
Profil Alu;;ARTICULATIO/ARETIER;ARCELOR (BERTON SICARD);INSTALLUX;7236TH;Non;6,5;;;;;;;
Profil Alu;;EPINE TUBUL.RPTH 120;ARCELOR (BERTON SICARD);INSTALLUX;7303/4TH;Non;4,7;;;;;;;
Profil Alu;;EPINE TUBUL.RPTH 150;ARCELOR (BERTON SICARD);INSTALLUX;7304/4TH;Non;4,7;;;;;;;
Profil Alu;;EPINE TUBUL.RPTH 150;ARCELOR (BERTON SICARD);INSTALLUX;7304TH;Non;6,5;;;;;;;
PROFIL;;PROFIL DE RIVE RPTH;ARCELOR (BERTON SICARD);INSTALLUX;7306TH;Non;6,5;;;;;;;
Profil Alu;Cheneau;CHENEAU VR LG 4M;ARCELOR (BERTON SICARD);INSTALLUX;7784/4;Non;4;;;;;;;
Profil Alu;Capot;CAPOT CONTEMPORAIN VR;ARCELOR (BERTON SICARD);INSTALLUX;7796/4;Non;4;;;;;;;
Profil Alu;Corniéres;CORNIERE PARCLOSE 30X30;ARCELOR (BERTON SICARD);INSTALLUX;114;Non;6;;;;;;;
Profil Alu;Corniéres;CORNIERE 100X20X2;ARCELOR (BERTON SICARD);INSTALLUX;L100202;Non;6,5;;;;;;;
Profil Alu;;FINITION PLAT;ARCELOR (BERTON SICARD);INSTALLUX;720011;Non;6,5;;;;;;;
Profil Alu;;FINITION PLAT;ARCELOR (BERTON SICARD);INSTALLUX;720011;Non;6,5;;;;;;;
Profil Alu;Plat Alu;MEPLAT 100X8;ARCELOR (BERTON SICARD);INSTALLUX;PL100X8;Non;6,5;;;;;;;
Profil Alu;Plat Alu;MEPLAT 15X3;ARCELOR (BERTON SICARD);INSTALLUX;PL15X3;Non;6,5;;;;;;;
Profil Alu;Plat Alu;MEPLAT 20X3;ARCELOR (BERTON SICARD);INSTALLUX;PL20X3;Non;6,5;;;;;;;
Profil Alu;Plat Alu;MEPLAT 25X3;ARCELOR (BERTON SICARD);INSTALLUX;PL25X3;Non;6,5;;;;;;;
Profil Alu;Plat Alu;MEPLAT 30X3;ARCELOR (BERTON SICARD);INSTALLUX;PL30X3;Non;6,5;;;;;;;
Profil Alu;TUBE;TUBE RECT. 70X50X2;ARCELOR (BERTON SICARD);INSTALLUX;TU7050X2;Non;6,5;;;;;;;
Profil Alu;TUBE;TUBE CARRE 30 X 30 X 2;ARCELOR (BERTON SICARD);INSTALLUX;TU3030x2;Non;6,5;;;;;;;
Profil Alu;Plat Alu;MEPLAT 40X3;ARCELOR (BERTON SICARD);INSTALLUX;PL40X3;Non;6,5;;;;;;;
;;LIAISON SECTION 50 RPT;ARCELOR (BERTON SICARD);INSTALLUX;5452th;Non;6,5;;;;;;;
Profil Alu;Plat Alu;MEPLAT 50X2;ARCELOR (BERTON SICARD);INSTALLUX;PL50X2;Non;6,5;;;;;;;
Profil Alu;Plat Alu;MEPLAT 50X8;ARCELOR (BERTON SICARD);INSTALLUX;PL50X8;Non;6,5;;;;;;;
Profil Alu;;SERREUR 70 MM PERFORE;ARCELOR (BERTON SICARD);INSTALLUX;8290;Non;6,5;;;;;;;
Profil Alu;Capot;"CAPOT DE H=16; L=70MM";ARCELOR (BERTON SICARD);INSTALLUX;8298;Non;6,5;;;;;;;
Profil Alu;PARCLOSE;PARCLOSE CLIPABLE 28.5;ARCELOR (BERTON SICARD);INSTALLUX;5055;Non;6,5;;;;;;;
Profil Alu;Bavette;BAVETTE 25;ARCELOR (BERTON SICARD);INSTALLUX;9152;Non;6,5;;;;;;;
Profil Alu;TUBE;TUBE CARRE 100 X 100 X 2;ARCELOR (BERTON SICARD);INSTALLUX;TU100102;Non;6,5;;;;;;;
Profil Alu;;TAPEE 57;ARCELOR (BERTON SICARD);INSTALLUX;6601;Non;6,5;;;;;;;
Profil Alu;;TAPEE 22;ARCELOR (BERTON SICARD);INSTALLUX;6602;Non;6,5;;;;;;;
Profil Alu;;TAPEE 32;ARCELOR (BERTON SICARD);INSTALLUX;6603;Non;6,5;;;;;;;
Profil Alu;;TAPEE 42;ARCELOR (BERTON SICARD);INSTALLUX;6604;Non;6,5;;;;;;;
Profil Alu;;TAPEE 52;ARCELOR (BERTON SICARD);INSTALLUX;6605;Non;6,5;;;;;;;
Profil Alu;;TAPEE 62;ARCELOR (BERTON SICARD);INSTALLUX;6606;Non;6,5;;;;;;;
Profil Alu;;TAPEE 72;ARCELOR (BERTON SICARD);INSTALLUX;6607;Non;6,5;;;;;;;
Profil Alu;;TAPEE 82;ARCELOR (BERTON SICARD);INSTALLUX;6608;Non;6,5;;;;;;;
Profil Alu;;TAPEE 37;ARCELOR (BERTON SICARD);INSTALLUX;6609;Non;6,5;;;;;;;
Profil Alu;;TAPEE 102;ARCELOR (BERTON SICARD);INSTALLUX;6610;Non;6,5;;;;;;;
Profil Alu;;TAPEE 92;ARCELOR (BERTON SICARD);INSTALLUX;6611;Non;6,5;;;;;;;
Profil Alu;;ARETIER MOULURE 230MM;ARCELOR (BERTON SICARD);INSTALLUX;7694;Non;6,5;;;;;;;
Profil Alu;TUBE;TUBE CARRE 40 X 40 X 2;ARCELOR (BERTON SICARD);INSTALLUX;TU4040X2;Non;6,5;;;;;;;
Profil Alu;;ARRET DE REMPLISSAGE;ARCELOR (BERTON SICARD);INSTALLUX;7701;Non;10;;;;;;;
Profil Alu;;CACHE 7701;ARCELOR (BERTON SICARD);INSTALLUX;7702;Non;10;;;;;;;
Profil Alu;Capot;CAPOT SUP.PLATINE /7748;ARCELOR (BERTON SICARD);INSTALLUX;7114;Non;1;;;;;;;
Profil Alu;;PLATINE 180° 5 DEPARTS;ARCELOR (BERTON SICARD);INSTALLUX;7748;Non;1;;;;;;;
Profil Alu;;REJET D’EAU;ARCELOR (BERTON SICARD);INSTALLUX;P5003;Non;6,5;;;;;;;
Profil Alu;;COUVRE JOINT 35;ARCELOR (BERTON SICARD);INSTALLUX;P5004;Non;6,5;;;;;;;
Profil Alu;;COUVRE JOINT 53;ARCELOR (BERTON SICARD);INSTALLUX;P5005;Non;6,5;;;;;;;
Profil Alu;;TRAVERSE 72;ARCELOR (BERTON SICARD);INSTALLUX;P5006T;Non;6,5;;;;;;;
Profil Alu;;TRAVERSE 99;ARCELOR (BERTON SICARD);INSTALLUX;P5007T;Non;6,5;;;;;;;
Profil Alu;;TRAVERSE 168;ARCELOR (BERTON SICARD);INSTALLUX;P5008T;Non;6,5;;;;;;;
Profil Alu;;MENEAU RENFORCE 72;ARCELOR (BERTON SICARD);INSTALLUX;P5009T;Non;6,5;;;;;;;
Profil Alu;;MENEAU RENFORCE 99;ARCELOR (BERTON SICARD);INSTALLUX;P5010T;Non;6,5;;;;;;;
Profil Alu;;BATTUE RAPPORTEE FRANC.;ARCELOR (BERTON SICARD);INSTALLUX;P5011T;Non;6,5;;;;;;;
Profil Alu;;BATTUE RAPPORTEE ANGL.;ARCELOR (BERTON SICARD);INSTALLUX;P5012T;Non;6,5;;;;;;;
Profil Alu;;DORM. FOND PLAT 37,6;ARCELOR (BERTON SICARD);INSTALLUX;P5013T;Non;6,5;;;;;;;
Profil Alu;;DORM. CAGE TOLE 37,6;ARCELOR (BERTON SICARD);INSTALLUX;P5014T;Non;6,5;;;;;;;
Profil Alu;;DORM. FOND PLAT 52,3;ARCELOR (BERTON SICARD);INSTALLUX;P5015T;Non;6,5;;;;;;;
Profil Alu;;DORM. CAGE TOLE 52,3;ARCELOR (BERTON SICARD);INSTALLUX;P5016T;Non;6,5;;;;;;;
Profil Alu;;DORM. FOND PLAT 41,9;ARCELOR (BERTON SICARD);INSTALLUX;P5017T;Non;6,5;;;;;;;
Profil Alu;;DORM. CAGE TOLE 41,9;ARCELOR (BERTON SICARD);INSTALLUX;P5018T;Non;6,5;;;;;;;
Profil Alu;;DORM. FOND PLAT 56,6;ARCELOR (BERTON SICARD);INSTALLUX;P5019T;Non;6,5;;;;;;;
Profil Alu;;DORM. CAGE TOLE 56,6;ARCELOR (BERTON SICARD);INSTALLUX;P5020T;Non;6,5;;;;;;;
Profil Alu;;(*)DORMANT FOND PLAT 28;ARCELOR (BERTON SICARD);INSTALLUX;P5021T;Non;6,5;;;;;;;
Profil Alu;;(*)DORMANT FD PLAT 28 MM;ARCELOR (BERTON SICARD);INSTALLUX;P5022;Non;6,5;;;;;;;
Profil Alu;;OUVRANT A LA FRANCAISE;ARCELOR (BERTON SICARD);INSTALLUX;P5023T;Non;6,5;;;;;;;
Profil Alu;;OUVRANT A L’ANGLAISE;ARCELOR (BERTON SICARD);INSTALLUX;P5024T;Non;6,5;;;;;;;
Profil Alu;;TRAVERSE 72;ARCELOR (BERTON SICARD);INSTALLUX;P5025;Non;6,5;;;;;;;
Profil Alu;;TRAVERSE 99;ARCELOR (BERTON SICARD);INSTALLUX;P5026;Non;6,5;;;;;;;
Profil Alu;;TRAVERSE 168;ARCELOR (BERTON SICARD);INSTALLUX;P5027;Non;6,5;;;;;;;
Profil Alu;;MENEAU RENFORCE 72;ARCELOR (BERTON SICARD);INSTALLUX;P5028;Non;6,5;;;;;;;
Profil Alu;;MENEAU RENFORCE 99;ARCELOR (BERTON SICARD);INSTALLUX;P5029;Non;6,5;;;;;;;
Profil Alu;;DORM. 37,6 FP;ARCELOR (BERTON SICARD);INSTALLUX;P5030;Non;6,5;;;;;;;
Profil Alu;;DORMANT 37,6 CLIP;ARCELOR (BERTON SICARD);INSTALLUX;P5031;Non;6,5;;;;;;;
Profil Alu;;DORMANT 52,3 FP;ARCELOR (BERTON SICARD);INSTALLUX;P5032;Non;6,5;;;;;;;
Profil Alu;;DORMANT 52,3 CLIP;ARCELOR (BERTON SICARD);INSTALLUX;P5033;Non;6,5;;;;;;;
Profil Alu;;DORMANT 41,9 FP CC;ARCELOR (BERTON SICARD);INSTALLUX;P5034;Non;6,5;;;;;;;
Profil Alu;;DORMANT 41,9 CLIP CC;ARCELOR (BERTON SICARD);INSTALLUX;P5035;Non;6,5;;;;;;;
Profil Alu;;DORMANT 56,6 FP CC;ARCELOR (BERTON SICARD);INSTALLUX;P5036;Non;6,5;;;;;;;
Profil Alu;;OUVRANT DOUBLE ACTION;ARCELOR (BERTON SICARD);INSTALLUX;P5038T;Non;6,5;;;;;;;
Profil Alu;;DORMANT DOUBLE ACTION;ARCELOR (BERTON SICARD);INSTALLUX;P5039T;Non;6,5;;;;;;;
Profil Alu;;OUVRANT A LA FRANCAISE;ARCELOR (BERTON SICARD);INSTALLUX;P5040;Non;6,5;;;;;;;
Profil Alu;;OUVRANT A L’ANGLAISE;ARCELOR (BERTON SICARD);INSTALLUX;P5041;Non;6,5;;;;;;;
Profil Alu;;BATTUE RAPPORTEE ANGL.;ARCELOR (BERTON SICARD);INSTALLUX;P5043;Non;6,5;;;;;;;
Profil Alu;;BATTUE RAPPORTEE FRANC.;ARCELOR (BERTON SICARD);INSTALLUX;P5044;Non;6,5;;;;;;;
Profil Alu;;PROFIL DE BASE HT=28MM;ARCELOR (BERTON SICARD);INSTALLUX;P5049T;Non;6,5;;;;;;;
Profil Alu;;(*)DORMT 28MM CAGE A TOL;ARCELOR (BERTON SICARD);INSTALLUX;P5053T;Non;6,5;;;;;;;
Profil Alu;;MENEAU RENF.SIMPLE 129MM;ARCELOR (BERTON SICARD);INSTALLUX;P5054T;Non;6,5;;;;;;;
Profil Alu;;RAIL HAUT PORTES REPLIA.;ARCELOR (BERTON SICARD);INSTALLUX;P5055;Non;6,5;;;;;;;
Profil Alu;;RAIL BAS PORTES REPLIA.;ARCELOR (BERTON SICARD);INSTALLUX;P5056;Non;6,5;;;;;;;
Profil Alu;;FINITION HAUTE / P5055;ARCELOR (BERTON SICARD);INSTALLUX;P5058;Non;6,5;;;;;;;
Profil Alu;;BATTUE RAPPORTEE VA/VIEN;ARCELOR (BERTON SICARD);INSTALLUX;P5061T;Non;6,5;;;;;;;
Profil Alu;;OUVRANT DOUBLE ACTION;ARCELOR (BERTON SICARD);INSTALLUX;P5064;Non;6,5;;;;;;;
Profil Alu;;DORMANT DOUBLE ACTION;ARCELOR (BERTON SICARD);INSTALLUX;P5065;Non;6,5;;;;;;;
Profil Alu;;PLINTHE 161MM;ARCELOR (BERTON SICARD);INSTALLUX;P5066T;Non;6,5;;;;;;;
Profil Alu;;PLINTHE 161 MM 1M.;ARCELOR (BERTON SICARD);INSTALLUX;P5066T/1;Non;1;;;;;;;
Profil Alu;;2 DEPARTS 50X55;ARCELOR (BERTON SICARD);INSTALLUX;P5067;Non;6,5;;;;;;;
Profil Alu;;PLINTHE 161MM;ARCELOR (BERTON SICARD);INSTALLUX;P5068;Non;6,5;;;;;;;
Profil Alu;;PLINTHE 161MM LG 1ML;ARCELOR (BERTON SICARD);INSTALLUX;P5068/1;Non;1;;;;;;;
Profil Alu;;(*)DORMANT MIXTE 28MM;ARCELOR (BERTON SICARD);INSTALLUX;P5071T;Non;6,5;;;;;;;
Profil Alu;;(*)DORM.CAGE A TOLE 28MM;ARCELOR (BERTON SICARD);INSTALLUX;P5072;Non;6,5;;;;;;;
Profil Alu;;DORMANT FOND PLAT 30 MM;ARCELOR (BERTON SICARD);INSTALLUX;P5073T;Non;6,5;;;;;;;
Profil Alu;;DORMANT 30MM CAGE A TOLE;ARCELOR (BERTON SICARD);INSTALLUX;P5074T;Non;6,5;;;;;;;
Profil Alu;;DORMANT MIXTE 30MM;ARCELOR (BERTON SICARD);INSTALLUX;P5075T;Non;6,5;;;;;;;
